repeat,model,auc,within_site_auc,ap,balanced_accuracy,brier
4,tiv_lr,0.5277846907512059,0.5277791992282896,0.4554299694396449,0.5214798173078224,0.24996517289418052
5,full_covariates_lr,0.7069175355327316,0.6877563387601523,0.6811453348985985,0.644725529100529,0.23379728273361386
5,full_covariates_tiv_lr,0.7008507106546323,0.6769459753316086,0.6697092774870722,0.6514433551198257,0.23280752467317453
5,full_functional_lr,0.7031340777051561,0.6661449574331865,0.6646706273494689,0.6441346677559913,0.22869938848681892
5,full_functional_mlp,0.6975221106961302,0.649987344469419,0.6591239213023666,0.6400788787737317,0.2323715492283738
5,full_functional_tiv_mlp,0.6989103511775081,0.660696524299549,0.6583910130304206,0.6467967047930283,0.23046893462451987
5,full_fusion_lr,0.6912163476501711,0.6666530103366234,0.6499097235416839,0.6341240662931839,0.2530015205564819
5,full_fusion_mlp,0.6908824177819276,0.6517746545677211,0.6469272497306431,0.6500384181450358,0.23199691156537905
5,full_fusion_structural_mlp,0.6780180127606599,0.6267523131914923,0.6285475318915457,0.6402344965764083,0.24742860418963178
5,full_fusion_tiv_mlp,0.691194301794792,0.6625756724661431,0.6443849718538662,0.6627110566448802,0.22988702156987686
5,image_fusion_lr,0.6450182850918145,0.5995022799036754,0.5770571042812055,0.6034143518518519,0.27532682508749234
5,image_fusion_mlp,0.6506117724867725,0.6052115464825073,0.5873628232388134,0.6114500661375661,0.2764869755109646
5,structural_lr,0.638167211328976,0.608371360093244,0.5892904301094165,0.5984802948957361,0.29188660172677483
5,structural_mlp,0.6456692862330118,0.6083440187491277,0.6067056907133662,0.600748424369748,0.28065195803134474
5,structural_tiv_lr,0.6357363315696649,0.6084391431877023,0.5923683587956875,0.5955702419856831,0.29316944487912705
5,tangent_lr,0.6032627865961199,0.5441579043716568,0.5360921350653217,0.5729755096483037,0.2445403334734383
5,tangent_mlp,0.6170087016287997,0.5560874489855553,0.5475988959810846,0.5882421023965142,0.24763887020555606
5,tiv_lr,0.4415000259363005,0.44677345108144,0.4034875093247631,0.470484652194211,0.25124609058724867
