repeat,model,auc,within_site_auc,ap,balanced_accuracy,brier
1,full_covariates_lr,0.7185674853239062,0.6852079587748842,0.6742744237409554,0.6535753704905872,0.2248486532814404
1,full_covariates_tiv_lr,0.7260424516465666,0.6858828252651646,0.6794239676349525,0.6766852916535324,0.21373658343992338
1,full_functional_lr,0.7071560311894474,0.6631428699422354,0.6478789697086426,0.6358337919508866,0.22794604282635908
1,full_functional_mlp,0.7010559063099798,0.6605834468139528,0.6484236706115549,0.6404725109088545,0.22863586061114485
1,full_functional_tiv_mlp,0.7076993966837932,0.6694841473335035,0.6559626405845352,0.6392570183097662,0.21871434174685614
1,full_fusion_lr,0.6853109231078024,0.6518996394090476,0.6141849060020451,0.6398296792041613,0.22579011768483856
1,full_fusion_mlp,0.679721381368026,0.6479564674341832,0.6146396163781992,0.622845281233848,0.22636668571035953
1,full_fusion_structural_mlp,0.7063694232138723,0.6484922034560681,0.6584258753468455,0.6562615991054268,0.22568051529593935
1,full_fusion_tiv_mlp,0.6871540808195048,0.6528033385800275,0.6198939518411867,0.6222939521993651,0.22659134103537829
1,image_fusion_lr,0.6345742831917232,0.5986215411154511,0.5488764177321807,0.5958597810537882,0.2691334994436152
1,image_fusion_mlp,0.6206510129304247,0.5879440305492198,0.5402991666705973,0.5785766208128815,0.27542911067087855
1,structural_lr,0.6386083642211093,0.6038845205171289,0.5597825869732801,0.597468196981453,0.270435242223237
1,structural_mlp,0.648142336557139,0.586420012603417,0.5788792859375106,0.587705260413076,0.2566517136367511
1,structural_tiv_lr,0.6392108311053354,0.6048867404501778,0.5597952440533579,0.5998156148218287,0.27046076662426305
1,tangent_lr,0.6391116023399923,0.5835554232758492,0.5619673634490597,0.6033757855112453,0.2422132603173649
1,tangent_mlp,0.6339723617668246,0.5786053775793828,0.5600038606285713,0.5965192006996757,0.2508198091834135
1,tiv_lr,0.5222373830027102,0.532208272067696,0.46088987616965477,0.5283543822517863,0.24988938035920238
2,full_covariates_lr,0.6946868371699969,0.6476029298839805,0.6389356779757945,0.6541307769517608,0.22434649122422354
2,full_covariates_tiv_lr,0.6933106200762865,0.6430300563164776,0.6305363853965389,0.6743981038428885,0.22617104032601076
2,full_functional_lr,0.6925065225687801,0.6487676626521299,0.6294938409864909,0.6374099977309816,0.2235343681672746
2,full_functional_mlp,0.6972898754946112,0.6447920837332962,0.6295604408140171,0.6430181574981534,0.22166255147211203
2,full_functional_tiv_mlp,0.7018836534554028,0.6466051243941111,0.636178336447251,0.6511210519349936,0.21989007605467023
