repeat,fold,model,epoch,train_loss,val_auc
1,1,pearson_mlp_seed3201,12,0.41519293159394716,0.5830721003134797
1,1,pearson_mlp_seed3201,13,0.4692767843678223,0.5721003134796239
1,1,pearson_mlp_seed3201,14,0.38621798765600024,0.5909090909090909
1,1,pearson_mlp_seed3201,15,0.3944356180542144,0.5815047021943575
1,1,pearson_mlp_seed3201,16,0.3425823021587448,0.6191222570532915
1,1,pearson_mlp_seed3201,17,0.32740573266252354,0.579937304075235
1,1,pearson_mlp_seed3201,18,0.3569071992712827,0.6128526645768025
1,1,pearson_mlp_seed3201,19,0.29074060961381715,0.5956112852664577
1,1,pearson_mlp_seed3201,20,0.24867787334456373,0.6112852664576802
1,1,pearson_mlp_seed3201,21,0.2494330590044088,0.6206896551724138
1,1,pearson_mlp_seed3201,22,0.22023611626963116,0.5658307210031348
1,1,pearson_mlp_seed3201,23,0.20029496590592968,0.5893416927899686
1,1,pearson_mlp_seed3201,24,0.22689914466136724,0.5658307210031348
1,1,pearson_mlp_seed3201,25,0.23323350092071798,0.54858934169279
1,1,pearson_mlp_seed3201,26,0.2124118317122483,0.5768025078369906
1,1,pearson_mlp_seed3201,27,0.2173201478461721,0.5752351097178683
1,1,pearson_mlp_seed3201,28,0.1409376865966403,0.5658307210031348
1,1,pearson_mlp_seed3201,29,0.1377579913803594,0.5595611285266457
1,1,pearson_mlp_seed3201,30,0.15221974090557194,0.5658307210031348
1,1,pearson_mlp_seed3201,31,0.16263364007075629,0.5893416927899687
1,1,pearson_mlp_seed3201,32,0.18110631117180212,0.6112852664576802
1,1,pearson_mlp_seed3201,33,0.10947982325630995,0.5689655172413792
1,1,tangent_mlp_seed1201,1,0.641599181131344,0.5768025078369906
1,1,tangent_mlp_seed1201,2,0.27343457262610915,0.5768025078369905
1,1,tangent_mlp_seed1201,3,0.08065056491328117,0.5736677115987461
1,1,tangent_mlp_seed1201,4,0.036481387579618996,0.567398119122257
1,1,tangent_mlp_seed1201,5,0.017249567075099666,0.5705329153605015
1,1,tangent_mlp_seed1201,6,0.012594038656645162,0.5705329153605015
1,1,tangent_mlp_seed1201,7,0.0098074620070668,0.5705329153605017
1,1,tangent_mlp_seed1201,8,0.009910476827224837,0.567398119122257
1,1,tangent_mlp_seed1201,9,0.00985347537963248,0.5658307210031348
1,1,tangent_mlp_seed1201,10,0.0053557503750705305,0.5658307210031348
1,1,tangent_mlp_seed1201,11,0.004245683679412773,0.567398119122257
1,1,tangent_mlp_seed1201,12,0.00440062674930069,0.5658307210031348
1,1,tangent_mlp_seed1201,13,0.004104721200054706,0.5642633228840126
1,1,tangent_mlp_seed2201,1,0.6608835174076593,0.6347962382445141
1,1,tangent_mlp_seed2201,2,0.35898353930432997,0.6191222570532915
1,1,tangent_mlp_seed2201,3,0.17367036040149517,0.6112852664576802
1,1,tangent_mlp_seed2201,4,0.07711359007812257,0.609717868338558
1,1,tangent_mlp_seed2201,5,0.037228886332288755,0.6097178683385579
1,1,tangent_mlp_seed2201,6,0.02829385237462485,0.6065830721003135
1,1,tangent_mlp_seed2201,7,0.02026366952120961,0.609717868338558
1,1,tangent_mlp_seed2201,8,0.008949484833659817,0.6081504702194357
1,1,tangent_mlp_seed2201,9,0.007662145949121731,0.6081504702194357
1,1,tangent_mlp_seed2201,10,0.003959091835619362,0.6081504702194357
1,1,tangent_mlp_seed2201,11,0.007432012248839905,0.6065830721003135
1,1,tangent_mlp_seed2201,12,0.0051265151972015996,0.6065830721003135
1,1,tangent_mlp_seed2201,13,0.003781166239247764,0.6050156739811912
1,1,tangent_mlp_seed3201,1,0.6844839658310164,0.5047021943573667
1,1,tangent_mlp_seed3201,2,0.37083001256878695,0.5235109717868338
1,1,tangent_mlp_seed3201,3,0.161816934744517,0.5297805642633229
1,1,tangent_mlp_seed3201,4,0.06898350563752859,0.5376175548589341
1,1,tangent_mlp_seed3201,5,0.0319077361245357,0.5407523510971787
1,1,tangent_mlp_seed3201,6,0.020341638318119356,0.5407523510971787
1,1,tangent_mlp_seed3201,7,0.01731787412659038,0.5407523510971787
1,1,tangent_mlp_seed3201,8,0.010484048116729776,0.542319749216301
1,1,tangent_mlp_seed3201,9,0.008226779706553737,0.5438871473354232
1,1,tangent_mlp_seed3201,10,0.009306392513113606,0.542319749216301
1,1,tangent_mlp_seed3201,11,0.005600632122018148,0.5438871473354232
1,1,tangent_mlp_seed3201,12,0.002801827373983922,0.5438871473354232
1,1,tangent_mlp_seed3201,13,0.010618434445144822,0.542319749216301
1,1,tangent_mlp_seed3201,14,0.002274510469194965,0.5423197492163009
1,1,tangent_mlp_seed3201,15,0.007017498656375269,0.5470219435736677
1,1,tangent_mlp_seed3201,16,0.005453269922322783,0.5454545454545454
1,1,tangent_mlp_seed3201,17,0.0031710986919070952,0.5470219435736677
1,1,tangent_mlp_seed3201,18,0.007693483519706115,0.5454545454545454
1,1,tangent_mlp_seed3201,19,0.0016201510480998908,0.5470219435736677
1,1,tangent_mlp_seed3201,20,0.0016726051429425603,0.5470219435736677
1,1,tangent_mlp_seed3201,21,0.0017757420474431703,0.5454545454545454
1,1,tangent_mlp_seed3201,22,0.0024050713559631166,0.5470219435736677
1,1,tangent_mlp_seed3201,23,0.001129482663699903,0.5470219435736677
1,1,tangent_mlp_seed3201,24,0.0017659825677415865,0.5454545454545454
1,1,tangent_mlp_seed3201,25,0.004548056740794488,0.5454545454545454
1,1,tangent_mlp_seed3201,26,0.0028335830760425865,0.5470219435736677
1,1,tangent_mlp_seed3201,27,0.0011036315779676615,0.5470219435736677
1,2,pearson_mlp_seed1202,1,0.693754841735707,0.4922360248447205
1,2,pearson_mlp_seed1202,2,0.6644800292022193,0.576086956521739
1,2,pearson_mlp_seed1202,3,0.6821279131357942,0.576086956521739
1,2,pearson_mlp_seed1202,4,0.6523471800842096,0.5791925465838509
1,2,pearson_mlp_seed1202,5,0.6219339948981556,0.5652173913043478
1,2,pearson_mlp_seed1202,6,0.5791820613899041,0.5745341614906833
1,2,pearson_mlp_seed1202,7,0.593051714387106,0.56055900621118
1,2,pearson_mlp_seed1202,8,0.5522462384617743,0.562111801242236
1,2,pearson_mlp_seed1202,9,0.5268411666006592,0.5093167701863354
1,2,pearson_mlp_seed1202,10,0.5014292639286364,0.5357142857142858
1,2,pearson_mlp_seed1202,11,0.47126847327645144,0.5357142857142857
1,2,pearson_mlp_seed1202,12,0.422553526154205,0.5295031055900621
1,2,pearson_mlp_seed1202,13,0.3967532917338224,0.5357142857142857
1,2,pearson_mlp_seed1202,14,0.37830093577133483,0.4953416149068323
1,2,pearson_mlp_seed1202,15,0.3541960932722139,0.5139751552795031
1,2,pearson_mlp_seed1202,16,0.357917916344766,0.47826086956521746
1,2,pearson_mlp_seed2202,1,0.7024172075945346,0.5869565217391304
1,2,pearson_mlp_seed2202,2,0.6625872921587815,0.5807453416149069
1,2,pearson_mlp_seed2202,3,0.6414802848403134,0.5854037267080745
1,2,pearson_mlp_seed2202,4,0.6285379875951739,0.5869565217391304
1,2,pearson_mlp_seed2202,5,0.6031361257852014,0.5745341614906831
1,2,pearson_mlp_seed2202,6,0.545636145629693,0.5760869565217391
1,2,pearson_mlp_seed2202,7,0.5363282415997329,0.5543478260869565
1,2,pearson_mlp_seed2202,8,0.512397602719454,0.5729813664596274
1,2,pearson_mlp_seed2202,9,0.5029796505745371,0.5481366459627329
1,2,pearson_mlp_seed2202,10,0.4601887919713016,0.5667701863354038
1,2,pearson_mlp_seed2202,11,0.41601969798405963,0.5248447204968945
1,2,pearson_mlp_seed2202,12,0.41055253370484307,0.5527950310559006
1,2,pearson_mlp_seed2202,13,0.3912431507264797,0.5512422360248447
1,2,pearson_mlp_seed3202,1,0.7379244340592949,0.5698757763975155
1,2,pearson_mlp_seed3202,2,0.6952362010134986,0.5714285714285714
1,2,pearson_mlp_seed3202,3,0.6398314537100531,0.5683229813664596
1,2,pearson_mlp_seed3202,4,0.6355305073866203,0.562111801242236
1,2,pearson_mlp_seed3202,5,0.5963300697839082,0.5652173913043478
1,2,pearson_mlp_seed3202,6,0.5823215803696742,0.5512422360248448
1,2,pearson_mlp_seed3202,7,0.5862521662640927,0.5512422360248448
1,2,pearson_mlp_seed3202,8,0.554086391605548,0.5698757763975155
1,2,pearson_mlp_seed3202,9,0.5213651953645013,0.5559006211180124
1,2,pearson_mlp_seed3202,10,0.5127418397077873,0.5543478260869565
1,2,pearson_mlp_seed3202,11,0.4359088328050737,0.5605590062111802
1,2,pearson_mlp_seed3202,12,0.45513078422095643,0.5372670807453417
1,2,pearson_mlp_seed3202,13,0.3884892290207877,0.5295031055900622
1,2,pearson_mlp_seed3202,14,0.3671497972450446,0.4813664596273292
1,2,tangent_mlp_seed1202,1,0.6692734452622446,0.6118012422360248
1,2,tangent_mlp_seed1202,2,0.3625580030516605,0.6350931677018633
1,2,tangent_mlp_seed1202,3,0.14485750195398853,0.6475155279503105
1,2,tangent_mlp_seed1202,4,0.06612869443844503,0.6490683229813664
1,2,tangent_mlp_seed1202,5,0.027670464740222812,0.6490683229813664
1,2,tangent_mlp_seed1202,6,0.018198194779196188,0.6506211180124224
1,2,tangent_mlp_seed1202,7,0.02317737306083613,0.6521739130434783
1,2,tangent_mlp_seed1202,8,0.010767650904176775,0.6552795031055901
1,2,tangent_mlp_seed1202,9,0.006296967485206044,0.656832298136646
1,2,tangent_mlp_seed1202,10,0.006255493753598957,0.6552795031055899
1,2,tangent_mlp_seed1202,11,0.004077815827195398,0.656832298136646
1,2,tangent_mlp_seed1202,12,0.006830709830444278,0.656832298136646
1,2,tangent_mlp_seed1202,13,0.002701221925869065,0.656832298136646
1,2,tangent_mlp_seed1202,14,0.0024775563859709758,0.656832298136646
1,2,tangent_mlp_seed1202,15,0.004464072877290978,0.656832298136646
1,2,tangent_mlp_seed1202,16,0.005455559514004236,0.6599378881987578
1,2,tangent_mlp_seed1202,17,0.0018073665648186232,0.6630434782608695
1,2,tangent_mlp_seed1202,18,0.0013601539412684814,0.6661490683229814
1,2,tangent_mlp_seed1202,19,0.0027750632688009285,0.6645962732919254
1,2,tangent_mlp_seed1202,20,0.0012264826951261184,0.6661490683229813
1,2,tangent_mlp_seed1202,21,0.001177931781609882,0.6661490683229813
1,2,tangent_mlp_seed1202,22,0.000895945217451127,0.6661490683229813
1,2,tangent_mlp_seed1202,23,0.0018169682968722943,0.6630434782608696
1,2,tangent_mlp_seed1202,24,0.0019476486881673614,0.6661490683229814
1,2,tangent_mlp_seed1202,25,0.000916007427216058,0.6645962732919255
1,2,tangent_mlp_seed1202,26,0.004860122263575186,0.6645962732919255
1,2,tangent_mlp_seed1202,27,0.0006274489036631488,0.6645962732919255
1,2,tangent_mlp_seed1202,28,0.0006963529374490408,0.6645962732919255
1,2,tangent_mlp_seed1202,29,0.0012444252284667663,0.6661490683229814
1,2,tangent_mlp_seed1202,30,0.004418348852111796,0.6661490683229814
1,2,tangent_mlp_seed2202,1,0.6108314451293566,0.5854037267080745
1,2,tangent_mlp_seed2202,2,0.2377460759077499,0.5931677018633541
1,2,tangent_mlp_seed2202,3,0.08056574027559057,0.610248447204969
1,2,tangent_mlp_seed2202,4,0.03928042851870333,0.611801242236025
1,2,tangent_mlp_seed2202,5,0.024523905316247277,0.6164596273291925
1,2,tangent_mlp_seed2202,6,0.011734543979255973,0.6273291925465838
1,2,tangent_mlp_seed2202,7,0.010459714101173391,0.6335403726708074
1,2,tangent_mlp_seed2202,8,0.008804007029665903,0.6350931677018634
1,2,tangent_mlp_seed2202,9,0.008779459790759883,0.6366459627329192
1,2,tangent_mlp_seed2202,10,0.005101001614111647,0.6428571428571429
1,2,tangent_mlp_seed2202,11,0.006115743335549585,0.6413043478260869
1,2,tangent_mlp_seed2202,12,0.0025197596341922915,0.6428571428571428
1,2,tangent_mlp_seed2202,13,0.001732632534031696,0.6428571428571428
1,2,tangent_mlp_seed2202,14,0.00292949529540776,0.6428571428571428
1,2,tangent_mlp_seed2202,15,0.0028571741741187685,0.6413043478260869
1,2,tangent_mlp_seed2202,16,0.0017648206048399508,0.6428571428571429
1,2,tangent_mlp_seed2202,17,0.0026120219929305958,0.6428571428571429
1,2,tangent_mlp_seed2202,18,0.003360263430467107,0.639751552795031
1,2,tangent_mlp_seed2202,19,0.0016329089550745086,0.6444099378881987
1,2,tangent_mlp_seed2202,20,0.0016908051558441265,0.6428571428571428
1,2,tangent_mlp_seed2202,21,0.0006923411433603522,0.6459627329192547
1,2,tangent_mlp_seed2202,22,0.000960323384969347,0.6444099378881988
1,2,tangent_mlp_seed2202,23,0.0015587919844610996,0.6444099378881988
1,2,tangent_mlp_seed2202,24,0.004097339111087503,0.6459627329192547
1,2,tangent_mlp_seed2202,25,0.0013421231965706406,0.6459627329192548
1,2,tangent_mlp_seed2202,26,0.001962639437611933,0.6428571428571429
1,2,tangent_mlp_seed2202,27,0.0007607301883051978,0.639751552795031
1,2,tangent_mlp_seed2202,28,0.004503422033853872,0.6381987577639752
1,2,tangent_mlp_seed2202,29,0.0006065134446326914,0.639751552795031
1,2,tangent_mlp_seed2202,30,0.000419693279070826,0.639751552795031
1,2,tangent_mlp_seed2202,31,0.0011124986713863354,0.641304347826087
1,2,tangent_mlp_seed2202,32,0.001301252575352584,0.641304347826087
1,2,tangent_mlp_seed2202,33,0.001274805066524136,0.6428571428571429
1,2,tangent_mlp_seed3202,1,0.6642045224483927,0.6630434782608697
1,2,tangent_mlp_seed3202,2,0.35357538043563047,0.6614906832298136
1,2,tangent_mlp_seed3202,3,0.14035945478363418,0.6708074534161491
1,2,tangent_mlp_seed3202,4,0.05822150244270984,0.6754658385093169
1,2,tangent_mlp_seed3202,5,0.0267298466048727,0.6832298136645962
1,2,tangent_mlp_seed3202,6,0.01847466486807338,0.687888198757764
1,2,tangent_mlp_seed3202,7,0.012281118718379024,0.6894409937888198
1,2,tangent_mlp_seed3202,8,0.0111242783306843,0.6909937888198758
1,2,tangent_mlp_seed3202,9,0.007230315978328387,0.6940993788819875
1,2,tangent_mlp_seed3202,10,0.005829479547671566,0.6940993788819875
1,2,tangent_mlp_seed3202,11,0.003486413903654882,0.6956521739130433
1,2,tangent_mlp_seed3202,12,0.003396868179853431,0.6940993788819875
1,2,tangent_mlp_seed3202,13,0.00232500736532149,0.6972049689440993
1,2,tangent_mlp_seed3202,14,0.0026634246920610766,0.6987577639751553
1,2,tangent_mlp_seed3202,15,0.003217055011408598,0.6956521739130435
1,2,tangent_mlp_seed3202,16,0.006540504348492111,0.6972049689440994
1,2,tangent_mlp_seed3202,17,0.0015443360214848511,0.6987577639751553
1,2,tangent_mlp_seed3202,18,0.003289180005604021,0.6987577639751553
1,2,tangent_mlp_seed3202,19,0.002616708159657538,0.6956521739130435
1,2,tangent_mlp_seed3202,20,0.0014676100905145987,0.6956521739130435
1,2,tangent_mlp_seed3202,21,0.0008736384597207901,0.6956521739130435
1,2,tangent_mlp_seed3202,22,0.0010205527474473587,0.6956521739130435
1,2,tangent_mlp_seed3202,23,0.0009197995111674062,0.6956521739130435
1,2,tangent_mlp_seed3202,24,0.0017067013651280855,0.6925465838509317
1,2,tangent_mlp_seed3202,25,0.002132051646076977,0.6940993788819876
1,2,tangent_mlp_seed3202,26,0.0006464721011785578,0.6940993788819876
1,3,pearson_mlp_seed1203,1,0.7644722007993442,0.6319875776397516
1,3,pearson_mlp_seed1203,2,0.7106836340320644,0.6149068322981366
1,3,pearson_mlp_seed1203,3,0.6914862616738277,0.6118012422360248
1,3,pearson_mlp_seed1203,4,0.6825934776026218,0.6009316770186335
1,3,pearson_mlp_seed1203,5,0.6203129537663057,0.5822981366459627
1,3,pearson_mlp_seed1203,6,0.5859536068949533,0.577639751552795
1,3,pearson_mlp_seed1203,7,0.5356422867347945,0.5574534161490683
1,3,pearson_mlp_seed1203,8,0.5388421763235064,0.5496894409937888
1,3,pearson_mlp_seed1203,9,0.48263216967606426,0.5434782608695652
1,3,pearson_mlp_seed1203,10,0.4727228779104812,0.5403726708074534
1,3,pearson_mlp_seed1203,11,0.4419287013177255,0.5574534161490683
1,3,pearson_mlp_seed1203,12,0.41510072647042534,0.515527950310559
1,3,pearson_mlp_seed1203,13,0.3809069750913933,0.5155279503105591
1,3,pearson_mlp_seed2203,1,0.7430285001868633,0.6273291925465838
1,3,pearson_mlp_seed2203,2,0.6897865874850335,0.6211180124223602
1,3,pearson_mlp_seed2203,3,0.6433880243135329,0.6211180124223602
1,3,pearson_mlp_seed2203,4,0.6411402975741903,0.6195652173913043
1,3,pearson_mlp_seed2203,5,0.6029214372682334,0.6133540372670807
1,3,pearson_mlp_seed2203,6,0.591846742440219,0.5652173913043479
1,3,pearson_mlp_seed2203,7,0.5901495072972122,0.5512422360248447
1,3,pearson_mlp_seed2203,8,0.507791152789225,0.562111801242236
1,3,pearson_mlp_seed2203,9,0.4775596649492558,0.5652173913043478
1,3,pearson_mlp_seed2203,10,0.4642128552963485,0.4953416149068323
1,3,pearson_mlp_seed2203,11,0.4245272318818676,0.5543478260869565
1,3,pearson_mlp_seed2203,12,0.3907949491519833,0.5124223602484472
1,3,pearson_mlp_seed2203,13,0.36772321112713413,0.5108695652173914
1,3,pearson_mlp_seed3203,1,0.7408265670140585,0.6288819875776398
1,3,pearson_mlp_seed3203,2,0.707373308008583,0.6381987577639752
1,3,pearson_mlp_seed3203,3,0.6519019061060094,0.6288819875776397
1,3,pearson_mlp_seed3203,4,0.6760703420164573,0.6273291925465838
1,3,pearson_mlp_seed3203,5,0.6377542106369835,0.6288819875776397
1,3,pearson_mlp_seed3203,6,0.6081263541582211,0.6071428571428571
1,3,pearson_mlp_seed3203,7,0.5940734502391436,0.5822981366459627
1,3,pearson_mlp_seed3203,8,0.5955355244489452,0.6164596273291926
1,3,pearson_mlp_seed3203,9,0.537593696247879,0.59472049689441
1,3,pearson_mlp_seed3203,10,0.5102831946676644,0.5652173913043479
1,3,pearson_mlp_seed3203,11,0.45653021009407235,0.5683229813664596
1,3,pearson_mlp_seed3203,12,0.4183485407141311,0.5683229813664596
1,3,pearson_mlp_seed3203,13,0.4156954966077757,0.5559006211180124
1,3,pearson_mlp_seed3203,14,0.389710992129881,0.5900621118012422
1,3,tangent_mlp_seed1203,1,0.6507725970662055,0.7127329192546584
1,3,tangent_mlp_seed1203,2,0.32420335602552736,0.718944099378882
1,3,tangent_mlp_seed1203,3,0.12522724871315175,0.7158385093167702
1,3,tangent_mlp_seed1203,4,0.057818623688257305,0.7096273291925466
1,3,tangent_mlp_seed1203,5,0.0182336860832142,0.7111801242236024
1,3,tangent_mlp_seed1203,6,0.014565670936929053,0.7142857142857143
1,3,tangent_mlp_seed1203,7,0.010576560148107471,0.7158385093167702
1,3,tangent_mlp_seed1203,8,0.011498496802848073,0.718944099378882
1,3,tangent_mlp_seed1203,9,0.005273555572241989,0.718944099378882
1,3,tangent_mlp_seed1203,10,0.010398245806370245,0.7189440993788819
1,3,tangent_mlp_seed1203,11,0.003484065315468394,0.717391304347826
1,3,tangent_mlp_seed1203,12,0.0043667976336729765,0.7158385093167703
1,3,tangent_mlp_seed1203,13,0.0033201522585375245,0.7142857142857143
1,3,tangent_mlp_seed1203,14,0.0031654297024363755,0.7158385093167703
1,3,tangent_mlp_seed2203,1,0.6788573659474577,0.6583850931677019
1,3,tangent_mlp_seed2203,2,0.3662589155322877,0.6847826086956522
1,3,tangent_mlp_seed2203,3,0.15074918734197,0.6832298136645962
1,3,tangent_mlp_seed2203,4,0.0702450082484466,0.687888198757764
1,3,tangent_mlp_seed2203,5,0.037050536041384315,0.6925465838509317
1,3,tangent_mlp_seed2203,6,0.017891052492954466,0.6940993788819876
1,3,tangent_mlp_seed2203,7,0.014912257925491428,0.7003105590062112
1,3,tangent_mlp_seed2203,8,0.007455056292278257,0.7065217391304348
1,3,tangent_mlp_seed2203,9,0.006139327347422232,0.7065217391304348
1,3,tangent_mlp_seed2203,10,0.004174361004846272,0.7080745341614907
1,3,tangent_mlp_seed2203,11,0.007231242141561277,0.7096273291925467
1,3,tangent_mlp_seed2203,12,0.006046246452284838,0.7127329192546583
1,3,tangent_mlp_seed2203,13,0.00290593938567254,0.7127329192546584
1,3,tangent_mlp_seed2203,14,0.005397051695585992,0.7111801242236025
1,3,tangent_mlp_seed2203,15,0.001945467603819176,0.7142857142857143
1,3,tangent_mlp_seed2203,16,0.004944660402869166,0.7127329192546584
1,3,tangent_mlp_seed2203,17,0.0014141092554142522,0.7142857142857144
1,3,tangent_mlp_seed2203,18,0.0017904588759793385,0.7111801242236025
1,3,tangent_mlp_seed2203,19,0.002465535528072856,0.7142857142857143
1,3,tangent_mlp_seed2203,20,0.001676244910259671,0.7142857142857143
1,3,tangent_mlp_seed2203,21,0.005506315078079992,0.7142857142857143
1,3,tangent_mlp_seed2203,22,0.0014071523575187516,0.7142857142857143
1,3,tangent_mlp_seed2203,23,0.0038434020051007524,0.7142857142857143
1,3,tangent_mlp_seed2203,24,0.0011031656683566263,0.7142857142857143
1,3,tangent_mlp_seed2203,25,0.001587655885256271,0.7158385093167703
1,3,tangent_mlp_seed2203,26,0.0011935976207365204,0.718944099378882
1,3,tangent_mlp_seed2203,27,0.0009150646955123052,0.7173913043478262
1,3,tangent_mlp_seed2203,28,0.00036147993179738973,0.7173913043478262
1,3,tangent_mlp_seed2203,29,0.0013153997350678738,0.7173913043478262
1,3,tangent_mlp_seed2203,30,0.00162469552116311,0.7158385093167702
1,3,tangent_mlp_seed2203,31,0.0005727202538929843,0.717391304347826
1,3,tangent_mlp_seed2203,32,0.0006349869693246605,0.7189440993788819
1,3,tangent_mlp_seed2203,33,0.0007362624517970937,0.7189440993788819
1,3,tangent_mlp_seed2203,34,0.0007170852786386143,0.7204968944099379
1,3,tangent_mlp_seed2203,35,0.0005038843612318085,0.7204968944099379
1,3,tangent_mlp_seed2203,36,0.0005001094388029543,0.7204968944099379
1,3,tangent_mlp_seed2203,37,0.0010720939683584283,0.7189440993788819
1,3,tangent_mlp_seed2203,38,0.0003901238010099287,0.7204968944099379
1,3,tangent_mlp_seed2203,39,0.0006292628151089079,0.7236024844720497
1,3,tangent_mlp_seed2203,40,0.0005919825120172255,0.7204968944099379
