model,mean_auc,sd_repeat_auc,min_repeat_auc,max_repeat_auc,mean_within_site_auc
demographic_lr,0.6266883681954427,0.0138972568471479,0.6033643880712564,0.6374834061655217,0.642365816020491
full_covariates_lr,0.7076974881983423,0.00901668080191551,0.6937759542329754,0.7187760112051857,0.6654902719000165
fusion_tangent_lr,0.7114467371147037,0.015424308824903447,0.6883599914444019,0.7294910623624326,0.6717497474272868
fusion_tangent_mlp,0.7126527161799666,0.007382751822244603,0.7038220973825448,0.7214428532377415,0.6767400945770496
site_motion_lr,0.6594875344261363,0.009392449101032416,0.6460691182514111,0.67090708114655,0.5911544067187582
